,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh,is_spatial,pattern_type,method
sim_g160,0.021868220981148056,9.649171461845185e-10,1.3395159586304278e-05,1.638689184346731e-13,0.000999000999000999,9.17070866810571e-06,1.6829950224148579e-09,2.825326179908157e-13,0.0011059051649457553,0,null,moran
sim_g229,0.02147681760131057,1.8546338909075644e-09,1.3395159586304278e-05,1.1257661469699087e-13,0.000999000999000999,8.73229567358101e-06,3.216128134521788e-09,1.9521956305836567e-13,0.0011059051649457553,0,null,moran
sim_g218,0.021430179985208055,2.003306964759588e-09,1.3395159586304278e-05,9.903189379656396e-14,0.000999000999000999,8.65565208714809e-06,3.4539775254475656e-09,1.727300473195883e-13,0.0011059051649457553,0,null,moran
sim_g224,0.02121897853743507,2.8349483871537018e-09,1.3395159586304278e-05,5.047184892248424e-12,0.000999000999000999,9.702573349096503e-06,4.859911520834917e-09,8.411974820414041e-12,0.0011059051649457553,0,null,moran
sim_g210,0.021083535984874974,3.535974291146715e-09,1.3395159586304278e-05,2.1938006966593093e-13,0.000999000999000999,8.490996028033119e-06,6.027228905363719e-09,3.7608011942731013e-13,0.0011059051649457553,0,null,moran
sim_g246,0.020995935234710578,4.076312176692909e-09,1.3395159586304278e-05,3.58046925441613e-12,0.000999000999000999,9.305391471653877e-06,6.909003689310015e-09,6.000786459915301e-12,0.0011059051649457553,0,null,moran
sim_g153,0.020873622975379532,4.9669729440537935e-09,1.3395159586304278e-05,2.7762236953776664e-12,0.000999000999000999,9.157031771507578e-06,8.371302714697405e-09,4.679028700074719e-12,0.0011059051649457553,0,null,moran
sim_g165,0.020595127352044794,7.757913977890496e-09,1.3395159586304278e-05,2.9531932455029164e-13,0.000999000999000999,8.257344090381738e-06,1.300209046573826e-08,5.033852123016335e-13,0.0011059051649457553,0,null,moran
sim_g290,0.02055511886845357,8.267304063558356e-09,1.3395159586304278e-05,1.8533841128487438e-11,0.000999000999000999,9.680286654413084e-06,1.3778840105930595e-08,3.00548775056553e-11,0.0011059051649457553,0,null,moran
sim_g298,0.020368173935792967,1.1110861786178816e-08,1.3395159586304278e-05,1.0330625244137082e-12,0.000999000999000999,8.424061967277366e-06,1.841579301576599e-08,1.750953431209675e-12,0.0011059051649457553,0,null,moran
sim_g209,0.01991224092913479,2.2606655658563568e-08,1.3395159586304278e-05,8.613443291949352e-12,0.000999000999000999,8.792575593235938e-06,3.7263718118511375e-08,1.4120398839261232e-11,0.0011059051649457553,0,null,moran
sim_g268,0.019808314393988884,2.652387953716584e-08,1.3395159586304278e-05,6.987188605478423e-12,0.000999000999000999,8.624522164539965e-06,4.3481769733058756e-08,1.1580975589190754e-11,0.0011059051649457553,0,null,moran
sim_g189,0.01966272025639295,3.313528018633605e-08,1.3395159586304278e-05,7.820188940854678e-12,0.000999000999000999,8.663186034586375e-06,5.402491334728704e-08,1.2890421331079138e-11,0.0011059051649457553,0,null,moran
sim_g267,0.019620131643580316,3.535388715114607e-08,1.3395159586304278e-05,2.0002555167764058e-11,0.000999000999000999,8.709371091112589e-06,5.73306278126693e-08,3.226218575445816e-11,0.0011059051649457553,0,null,moran
sim_g174,0.019067613159903563,8.098761594688142e-08,1.3395159586304278e-05,2.9954971836332334e-10,0.000999000999000999,9.438328128261299e-06,1.3062518701109905e-07,4.5849446688263776e-10,0.0011059051649457553,0,null,moran
sim_g211,0.01870745119307156,1.3737444781725117e-07,1.3395159586304278e-05,3.914376600633318e-10,0.000999000999000999,9.299853628049596e-06,2.203868146800821e-07,5.960979594873074e-10,0.0011059051649457553,0,null,moran
sim_g164,0.018658791644046314,1.4743420673202223e-07,1.3395159586304278e-05,8.009437557632282e-11,0.000999000999000999,8.54704870312713e-06,2.3526735116812057e-07,1.2580268415129239e-10,0.0011059051649457553,0,null,moran
sim_g241,0.018579536475788392,1.6535972369169372e-07,1.3395159586304278e-05,1.1693002122115104e-10,0.000999000999000999,8.64347286760247e-06,2.6247575189157735e-07,1.827031581580485e-10,0.0011059051649457553,0,null,moran
sim_g223,0.018514716275220274,1.815677269645377e-07,1.3395159586304278e-05,1.688782447217818e-11,0.000999000999000999,7.765276411364887e-06,2.8668588468084903e-07,2.7534496422029644e-11,0.0011059051649457553,0,null,moran
sim_g253,0.01849158777869661,1.8771388454741356e-07,1.3395159586304278e-05,6.762368442991828e-11,0.000999000999000999,8.26285393112936e-06,2.9483856211635637e-07,1.07910134728593e-10,0.0011059051649457553,0,null,moran
sim_g252,0.01845501262595297,1.9784516358534177e-07,1.3395159586304278e-05,1.67570068931866e-10,0.000999000999000999,8.716809385327848e-06,3.091330681020965e-07,2.604716097386518e-10,0.0011059051649457553,0,null,moran
sim_g260,0.018444346775910052,2.008976300871268e-07,1.3395159586304278e-05,2.841553659038709e-10,0.000999000999000999,8.894187058536909e-06,3.1227610894372044e-07,4.371621013905706e-10,0.0011059051649457553,0,null,moran
sim_g293,0.01838874979271378,2.175592965780737e-07,1.3395159586304278e-05,2.0260282340700542e-10,0.000999000999000999,8.487256893499607e-06,3.364319019248563e-07,3.133033351654723e-10,0.0011059051649457553,0,null,moran
sim_g256,0.018262522171383796,2.604833567732001e-07,1.3395159586304278e-05,7.656608680406407e-11,0.000999000999000999,8.203966712579542e-06,4.0074362580492323e-07,1.2089382126957486e-10,0.0011059051649457553,0,null,moran
