g,FSV,M,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval,is_svg
sim_g206,0.49824469665685295,4,1.0655670566970437,1.0070458596652172,-16390.300385484657,-4.418260407737423,10.621986515931798,SE,9560,878.7164611378245,16459.361588443466,0.0016398429870605469,32817.262142993495,-16390.304396281186,0.004010796528746141,0.9495030505225569,0.9959197742953656,False
sim_g211,2.0611534354931574e-09,4,1.0655670566970437,485165195.4097903,-15574.999642640934,-4.030344055998823,3.661924320675126e-08,SE,9560,277.0797435119699,4.722366482869645e+19,0.003371000289916992,31186.66065730605,-15574.99966879321,2.6152276404900476e-05,0.9959196922768301,0.9959197742953656,False
sim_g214,2.0611534354931574e-09,4,1.0655670566970437,485165195.4097903,-15561.432067798247,-4.202116808837079,3.952505042268123e-08,SE,9560,3.926867113264881,6.692696262570359e+17,0.0017960071563720703,31159.525507620674,-15561.432093949588,2.6151341444347054e-05,0.9959197652136472,0.9959197742953656,False
sim_g215,2.0611534354931574e-09,4,1.0655670566970437,485165195.4097903,-13391.956015024029,-3.877540242152117,3.297794988906113e-08,SE,9560,12.02603053437369,2.0496382304121723e+18,0.003278970718383789,26820.573402072238,-13391.956041175818,2.6151788915740326e-05,0.9959197303059806,0.9959197742953656,False
sim_g216,2.061153435493158e-09,4,1.0655670566970437,485165195.4097903,-16977.668034705886,-4.798567358164944,5.166953931247534e-08,SE,9560,1731.7483969498114,2.9514790517935283e+20,0.0016028881072998047,33991.99744143595,-16977.668060858265,2.6152378268307075e-05,0.9959196843304852,0.9959197742953656,False
sim_g219,0.9999546021272738,4,1.0655670566970437,4.5399929762484854e-05,-14412.340391322865,-3.9223867723975383,16.565681392505535,SE,9560,198.05745185468484,69594992621.16661,0.0015709400177001953,28861.34215466991,-14412.399822972016,0.059431649151520105,0.8073965074786426,0.9959197742953656,False
sim_g220,0.9999546021272738,4,1.0655670566970437,4.5399929762484854e-05,-16053.456944638676,-4.474745696949826,21.688953193355772,SE,9560,728.0133041155815,255815068069.7608,0.0015821456909179688,32143.575261301532,-16053.5449289263,0.08798428762383992,0.7667555288899239,0.9959197742953656,False
sim_g221,0.49910168453247056,4,1.0655670566970437,1.0035996402977332,-14823.985053071006,-4.069650095482576,8.91219830487607,SE,9560,4162.488975028893,77967.05071596403,0.003759145736694336,29684.631478166193,-14823.986244364722,0.001191293715237407,0.972466383128792,0.9959197742953656,False
sim_g224,2.0611534354931574e-09,4,1.0655670566970437,485165195.4097903,-14450.700394603366,-4.02962151067189,3.594941982293021e-08,SE,9560,565.4688643101431,9.637482618101316e+19,0.002749919891357422,28938.06216123091,-14450.700420755911,2.61525456153322e-05,0.9959196712758093,0.9959197742953656,False
sim_g225,2.0611534354931574e-09,4,1.0655670566970437,485165195.4097903,-14206.645584784448,-3.95231495311635,3.4554092453654676e-08,SE,9560,141.3672160775356,2.409370654525329e+19,0.001970052719116211,28449.952541593077,-14206.645610936685,2.61522363871336e-05,0.9959196953986126,0.9959197742953656,False
sim_g226,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-9982.554399017874,-3.233908949318172,10.921700805066196,SE,9560,772.6486935143618,271499403936.7279,0.0015769004821777344,20001.77017005993,-9982.562187030562,0.007788012688251911,0.9296782023538934,0.9959197742953656,False
sim_g227,0.9999546021272738,4,1.0655670566970437,4.5399929762484854e-05,-15650.645006059396,-4.183770868754973,19.035714427755096,SE,9560,2.433946032089321,855259191.4953603,0.0015380382537841797,31337.951384142973,-15651.52561508393,0.8806090245343512,0.34803492677778747,0.9959197742953656,False
sim_g229,0.9999546021272738,4,1.0655670566970437,4.5399929762484854e-05,-16479.98116220445,-4.428405263134791,21.433810878238052,SE,9560,10149.916686046996,3566557936866.881,0.001544952392578125,32996.62369643308,-16480.012560422372,0.03139821792137809,0.8593548907196892,0.9959197742953656,False
sim_g232,0.5062416248737791,4,1.0655670566970437,0.9753412345013153,-14898.411021832844,-4.037605705195674,8.918519043590978,SE,9560,110.26068532897008,2065.7746857358916,0.0019500255584716797,29833.48341568987,-14898.511539104984,0.10051727213976847,0.7512097681279908,0.9959197742953656,False
sim_g233,0.9999546021272738,4,1.0655670566970437,4.5399929762484854e-05,-9813.946177165239,-3.256402627434513,11.051185549301135,SE,9560,202.7714986648247,71251451642.56268,0.0016198158264160156,19664.553726354658,-9813.98412824478,0.03795107954101695,0.8455414051864286,0.9959197742953656,False
sim_g235,0.9999546021272738,4,1.0655670566970437,4.5399929762484854e-05,-14063.644086698494,-3.8888317744440766,16.219810279342692,SE,9560,215.2880001889116,75649598862.21553,0.0017311573028564453,28163.94954542117,-14063.804634325403,0.16054762690873758,0.6886528298038437,0.9959197742953656,False
sim_g236,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-9811.436865484335,-3.1765797037458814,10.537891730053309,SE,9560,124.27623422484155,43669165299.44055,0.001573801040649414,19659.53510299285,-9811.488226350666,0.05136086633137893,0.8207119610816507,0.9959197742953656,False
sim_g237,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-12059.893236035055,-3.5680142220678097,13.449538563666302,SE,9560,137.8906778347769,48453116085.93243,0.001444101333618164,24156.44784409429,-12059.95039492743,0.057158892373990966,0.811044123924498,0.9959197742953656,False
sim_g239,2.0611534354931574e-09,4,1.0655670566970437,485165195.4097903,-11810.749929698562,-3.5408795578880636,2.7270364061730132e-08,SE,9560,30.78663816799666,5.247073869855161e+18,0.0015261173248291016,23658.161231421305,-11810.749955850604,2.615204175526742e-05,0.995919710581862,0.9959197742953656,False
